group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
hailstone_sequence_append_162964,,,,,54251300.0,ns,103356
hailstone_sequence_append_162964,,,,,54893000.0,ns,105138
hailstone_sequence_append_162964,,,,,56025200.0,ns,106920
hailstone_sequence_append_162964,,,,,57401200.0,ns,108702
hailstone_sequence_append_162964,,,,,57946600.0,ns,110484
hailstone_sequence_append_162964,,,,,58613200.0,ns,112266
hailstone_sequence_append_162964,,,,,60980300.0,ns,114048
hailstone_sequence_append_162964,,,,,60636200.0,ns,115830
hailstone_sequence_append_162964,,,,,63193500.0,ns,117612
hailstone_sequence_append_162964,,,,,64115700.0,ns,119394
hailstone_sequence_append_162964,,,,,67795300.0,ns,121176
hailstone_sequence_append_162964,,,,,64936100.0,ns,122958
hailstone_sequence_append_162964,,,,,67474300.0,ns,124740
hailstone_sequence_append_162964,,,,,68315800.0,ns,126522
hailstone_sequence_append_162964,,,,,67788900.0,ns,128304
hailstone_sequence_append_162964,,,,,69882900.0,ns,130086
hailstone_sequence_append_162964,,,,,72108700.0,ns,131868
hailstone_sequence_append_162964,,,,,69999300.0,ns,133650
hailstone_sequence_append_162964,,,,,72784700.0,ns,135432
hailstone_sequence_append_162964,,,,,73292600.0,ns,137214
hailstone_sequence_append_162964,,,,,73058000.0,ns,138996
hailstone_sequence_append_162964,,,,,74494100.0,ns,140778
hailstone_sequence_append_162964,,,,,76011400.0,ns,142560
hailstone_sequence_append_162964,,,,,78966200.0,ns,144342
hailstone_sequence_append_162964,,,,,79998100.0,ns,146124
hailstone_sequence_append_162964,,,,,78244700.0,ns,147906
hailstone_sequence_append_162964,,,,,81546300.0,ns,149688
hailstone_sequence_append_162964,,,,,81180600.0,ns,151470
hailstone_sequence_append_162964,,,,,83425600.0,ns,153252
hailstone_sequence_append_162964,,,,,82987800.0,ns,155034
hailstone_sequence_append_162964,,,,,85488000.0,ns,156816
hailstone_sequence_append_162964,,,,,86606200.0,ns,158598
hailstone_sequence_append_162964,,,,,90967700.0,ns,160380
hailstone_sequence_append_162964,,,,,86508900.0,ns,162162
hailstone_sequence_append_162964,,,,,88394500.0,ns,163944
hailstone_sequence_append_162964,,,,,96982900.0,ns,165726
hailstone_sequence_append_162964,,,,,90572200.0,ns,167508
hailstone_sequence_append_162964,,,,,89884400.0,ns,169290
hailstone_sequence_append_162964,,,,,93359900.0,ns,171072
hailstone_sequence_append_162964,,,,,95011400.0,ns,172854
hailstone_sequence_append_162964,,,,,95495700.0,ns,174636
hailstone_sequence_append_162964,,,,,96281900.0,ns,176418
hailstone_sequence_append_162964,,,,,96179300.0,ns,178200
