group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
hailstone_sequence_append_686901248,,,,,51089600.0,ns,37840
hailstone_sequence_append_686901248,,,,,52532300.0,ns,38528
hailstone_sequence_append_686901248,,,,,56399400.0,ns,39216
hailstone_sequence_append_686901248,,,,,55184600.0,ns,39904
hailstone_sequence_append_686901248,,,,,54919700.0,ns,40592
hailstone_sequence_append_686901248,,,,,59406900.0,ns,41280
hailstone_sequence_append_686901248,,,,,56983500.0,ns,41968
hailstone_sequence_append_686901248,,,,,57365300.0,ns,42656
hailstone_sequence_append_686901248,,,,,59558400.0,ns,43344
hailstone_sequence_append_686901248,,,,,60530600.0,ns,44032
hailstone_sequence_append_686901248,,,,,62584500.0,ns,44720
hailstone_sequence_append_686901248,,,,,65588100.0,ns,45408
hailstone_sequence_append_686901248,,,,,66390500.0,ns,46096
hailstone_sequence_append_686901248,,,,,64966300.0,ns,46784
hailstone_sequence_append_686901248,,,,,65328700.0,ns,47472
hailstone_sequence_append_686901248,,,,,66333900.0,ns,48160
hailstone_sequence_append_686901248,,,,,69742500.0,ns,48848
hailstone_sequence_append_686901248,,,,,68736000.0,ns,49536
hailstone_sequence_append_686901248,,,,,68924700.0,ns,50224
hailstone_sequence_append_686901248,,,,,70825400.0,ns,50912
hailstone_sequence_append_686901248,,,,,71484300.0,ns,51600
hailstone_sequence_append_686901248,,,,,75358900.0,ns,52288
hailstone_sequence_append_686901248,,,,,74640700.0,ns,52976
hailstone_sequence_append_686901248,,,,,74568900.0,ns,53664
hailstone_sequence_append_686901248,,,,,76102300.0,ns,54352
hailstone_sequence_append_686901248,,,,,75543300.0,ns,55040
hailstone_sequence_append_686901248,,,,,77297700.0,ns,55728
hailstone_sequence_append_686901248,,,,,78361900.0,ns,56416
hailstone_sequence_append_686901248,,,,,79140800.0,ns,57104
hailstone_sequence_append_686901248,,,,,80772200.0,ns,57792
hailstone_sequence_append_686901248,,,,,81538400.0,ns,58480
hailstone_sequence_append_686901248,,,,,83958000.0,ns,59168
hailstone_sequence_append_686901248,,,,,86737000.0,ns,59856
hailstone_sequence_append_686901248,,,,,84376100.0,ns,60544
hailstone_sequence_append_686901248,,,,,85530200.0,ns,61232
hailstone_sequence_append_686901248,,,,,85918900.0,ns,61920
hailstone_sequence_append_686901248,,,,,88567700.0,ns,62608
hailstone_sequence_append_686901248,,,,,88526000.0,ns,63296
hailstone_sequence_append_686901248,,,,,87132900.0,ns,63984
hailstone_sequence_append_686901248,,,,,88571500.0,ns,64672
hailstone_sequence_append_686901248,,,,,89562100.0,ns,65360
hailstone_sequence_append_686901248,,,,,91249000.0,ns,66048
hailstone_sequence_append_686901248,,,,,91853900.0,ns,66736
hailstone_sequence_append_686901248,,,,,92454800.0,ns,67424
hailstone_sequence_append_686901248,,,,,95174400.0,ns,68112
hailstone_sequence_append_686901248,,,,,93319900.0,ns,68800
